         250       31125
 i,   j,   euc(i,j),   man(i,j)
    34    41  1123.125  1407.000
    34    42  2398.835  3323.000
    34    43  1094.985  1219.000
    34    44   727.737   899.000
    34    45  1292.843  1360.000
    34    46   785.828  1059.000
    34    47   765.669   853.000
    34    48   356.407   504.000
    34    49   667.216   865.000
    34    50   967.091  1216.000
    34    51  2751.265  3742.000
    34    52   564.981   778.000
    34    53   927.415  1186.000
    34    54  2329.891  3218.000
    34    55   359.246   496.000
    34    56  1058.159  1450.000
    34    57  2630.191  3517.000
    34    58   805.149  1117.000
    34    59  1647.788  1997.000
    34    60  2199.804  2424.000
    34    61   940.479  1186.000
    34    62   990.071  1052.000
    34    63  2073.856  2476.000
    34    64  3196.214  3233.000
    34    65   469.516   491.000
    34    66   648.658   917.000
    34    67  1305.240  1568.000
    34    68  1344.717  1892.000
    34    69   301.317   360.000
    34    70  1761.942  2119.000
    34    71   838.535  1159.000
    34    72  3023.332  3971.000
    34    73   988.199  1370.000
    34    74  1136.293  1382.000
    34    75   661.974   738.000
    34    76  4153.457  4262.000
    34    77  1599.263  1628.000
    34    78  3754.736  5171.000
    34    79  3748.458  4285.000
    34    80  4788.530  5449.000
    34    81  6585.209  8774.000
    34    82  3621.255  3664.000
    34    83  2575.349  3106.000
    34    84  2354.469  2961.000
    34    85  1875.169  2574.000
    34    86  3269.121  4591.000
    34    87  3256.705  3427.000
    34    88  3605.801  4941.000
    34    89  2167.057  2943.000
    34    90  1407.638  1822.000
    34    91  1231.450  1550.000
    34    92  3793.743  5337.000
    34    93  1349.158  1666.000
    34    94  3320.520  4691.000
    34    95  2394.356  3341.000
    34    96  2358.968  2747.000
    34    97  4519.460  5288.000
    34    98  2862.407  3961.000
    34    99  5213.928  6010.000
    34   100  2931.083  2953.000
    34   101  2188.080  2885.000
    34   102  4441.817  5044.000
    34   103  1965.540  2210.000
    34   104  2280.996  3168.000
    34   105  1879.485  2227.000
    34   106  2801.136  3721.000
    34   107  1896.730  2536.000
    34   108  3041.639  3688.000
    34   109  1624.020  1971.000
    34   110  2281.653  2389.000
    34   111  1419.017  1988.000
    34   112  1791.618  2396.000
    34   113  3148.300  3872.000
    34   114  1702.457  2389.000
    34   115  4275.529  5029.000
    34   116  4013.466  4350.000
    34   117  5817.689  7515.000
    34   118  5902.928  6676.000
    34   119  2388.493  2931.000
    34   120  4028.395  4133.000
    34   121  3545.210  4965.000
    34   122  3610.512  4426.000
    34   123  3623.788  5055.000
    34   124  1632.567  1782.000
    34   125  1407.638  1822.000
    34   126  3131.784  4063.000
    34   127  2405.943  2569.000
    34   128  1328.067  1709.000
    34   129  1857.549  2134.000
    34   130  3498.496  4439.000
    34   131  4044.800  5177.000
    34   132  5410.356  7355.000
    34   133  3558.562  3768.000
    34   134  3030.413  4004.000
    34   135  4336.620  5589.000
    34   136  1900.770  1981.000
    34   137  3570.090  4814.000
    34   138  2342.729  2431.000
    34   139  2064.233  2640.000
    34   140  3432.546  4211.000
    34   141  2805.057  3941.000
    34   142  3766.335  4264.000
    34   143  5217.931  5941.000
    34   144  3259.000  4358.000
    34   145  2803.918  3682.000
    34   146  2017.798  2254.000
    34   147  3952.534  5203.000
    34   148  1826.547  2460.000
    34   149  2663.399  3665.000
    34   150  1527.640  2158.000
    34   151  1830.289  2585.000
    34   152  1826.302  2520.000
    34   153  4069.699  5725.000
    34   154  2115.590  2196.000
    34   155  5424.638  7199.000
    34   156  1804.245  2550.000
    34   157  2715.240  3695.000
    34   158  3771.404  4839.000
    34   159  3701.106  4287.000
    34   160  3471.035  4902.000
    34   161  4124.814  4355.000
    34   162  2234.636  2504.000
    34   163  2700.360  3684.000
    34   164  2442.284  3180.000
    34   165  3708.921  5163.000
    34   166  5002.372  6687.000
    34   167  1699.459  2382.000
    34   168  2290.995  3106.000
    34   169  4160.953  5319.000
    34   170  3914.152  4641.000
    34   171  4145.071  5051.000
    34   172  4908.876  6632.000
    34   173  1947.479  2302.000
    34   174  1465.411  1850.000
    34   175  2084.706  2220.000
    34   176  5736.780  7124.000
    34   177  4312.367  4873.000
    34   178  2121.564  2948.000
    34   179  2932.526  4143.000
    34   180  1485.603  1553.000
    34   181  2660.540  2948.000
    34   182  2182.050  2541.000
    34   183  1534.923  1923.000
    34   184  5560.486  6624.000
    34   185  5224.583  5302.000
    34   186  1697.061  1756.000
    34   187  3045.150  4174.000
    34   188   738.304  1031.000
    34   189  1403.091  1961.000
    34   190  1308.038  1802.000
    34   191  1487.557  1987.000
    34   192  2568.144  2889.000
    34   193  1542.708  1793.000
    34   194  3382.615  4760.000
    34   195  1922.834  2327.000
    34   196  1242.453  1442.000
    34   197  4192.791  5765.000
    34   198  1732.542  1978.000
    34   199  4379.847  4942.000
    34   200  3646.000  4096.000
    34   201  3176.069  3995.000
    34   202  4811.257  6731.000
    34   203  1656.960  1753.000
    34   204  1129.563  1285.000
    34   205  2125.002  2408.000
    34   206  1633.032  2162.000
    34   207  1767.670  2104.000
    34   208  3311.018  4501.000
    34   209  4063.788  4416.000
    34   210  2107.271  2477.000
    34   211  3204.720  3668.000
    34   212  1932.811  2183.000
    34   213   997.927  1040.000
    34   214  3573.510  4970.000
    34   215  3770.018  4892.000
    34   216  2928.849  4142.000
    34   217  3026.746  3973.000
    34   218  4553.128  6439.000
    34   219  2063.258  2908.000
    34   220  4128.131  5204.000
    34   221  3566.673  3865.000
    34   222  2859.855  3639.000
    34   223  4216.361  4979.000
    34   224  3259.577  3721.000
    34   225  3823.405  4475.000
    34   226  1391.737  1765.000
    34   227  2414.074  2485.000
    34   228  3235.865  4484.000
    34   229  2983.988  4217.000
    34   230  3209.688  3437.000
    34   231  1236.043  1748.000
    34   232  5494.456  6444.000
    34   233  3204.759  3781.000
    34   234  4584.032  5630.000
    34   235  3824.924  4411.000
    34   236  3077.522  4171.000
    34   237  2291.250  3166.000
    34   238  1590.080  1606.000
    34   239  5273.844  7366.000
    34   240  3520.055  4570.000
    34   241  3805.367  3906.000
    34   242  2447.375  2891.000
    34   243  2711.757  3065.000
    34   244  2840.062  3968.000
    34   245  1381.515  1548.000
    34   246  2345.691  2549.000
    34   247  3690.063  5047.000
    34   248  1979.365  2017.000
    34   249  2839.010  3499.000
    34   250  1822.516  2531.000
    35    36   302.870   416.000
    35    37  1011.649  1135.000
    35    38  1857.944  2617.000
    35    39   639.604   895.000
    35    40  2814.925  3461.000
    35    41   565.308   739.000
    35    42  2044.273  2891.000
    35    43   537.182   551.000
    35    44   890.126  1169.000
    35    45   764.232   928.000
    35    46   837.602  1005.000
    35    47   211.483   235.000
    35    48   470.865   662.000
    35    49   368.897   433.000
    35    50  1069.835  1294.000
    35    51  2357.383  3310.000
    35    52   648.928   850.000
    35    53  1018.946  1228.000
    35    54  2754.739  3886.000
    35    55   907.926  1164.000
    35    56  1519.764  1882.000
    35    57  2214.958  3085.000
    35    58   578.374   685.000
    35    59  1723.715  1869.000
    35    60  2435.651  3092.000
    35    61   385.502   518.000
    35    62   441.316   492.000
    35    63  2144.241  2240.000
    35    64  3353.471  3827.000
    35    65   125.607   177.000
    35    66   569.506   643.000
    35    67   742.888   900.000
    35    68  1198.165  1460.000
    35    69   640.650   792.000
    35    70  2066.399  2787.000
    35    71   370.028   491.000
    35    72  3380.069  4639.000
    35    73   718.856   938.000
    35    74  1248.328  1488.000
    35    75  1207.567  1244.000
    35    76  3602.009  3610.000
    35    77  2154.022  2296.000
    35    78  4177.872  5603.000
    35    79  3186.958  3617.000
    35    80  4786.897  5881.000
    35    81  6039.178  8106.000
    35    82  3071.916  3146.000
    35    83  2649.547  3538.000
    35    84  2855.953  3393.000
    35    85  2125.669  3006.000
    35    86  3552.862  5023.000
    35    87  2702.601  2759.000
    35    88  3077.805  4273.000
    35    89  2618.220  3375.000
    35    90   856.918  1154.000
    35    91  1067.942  1226.000
    35    92  3302.518  4669.000
    35    93  1864.833  2098.000
    35    94  2848.826  4023.000
    35    95  1891.969  2673.000
    35    96  1796.770  2079.000
    35    97  4541.833  5720.000
    35    98  2494.909  3293.000
    35    99  5033.119  5342.000
    35   100  2385.112  2521.000
    35   101  2664.194  3317.000
    35   102  4441.191  5476.000
    35   103  2526.738  2878.000
    35   104  2700.757  3600.000
    35   105  1728.608  1883.000
    35   106  3267.731  4153.000
    35   107  2365.036  2968.000
    35   108  3555.301  4120.000
    35   109  2143.107  2403.000
    35   110  1729.019  1737.000
    35   111  1058.498  1320.000
    35   112  1252.926  1728.000
    35   113  3656.390  4304.000
    35   114  1220.559  1721.000
    35   115  4304.256  5461.000
    35   116  3479.886  3918.000
    35   117  5930.539  7947.000
    35   118  5890.416  7108.000
    35   119  2899.843  3363.000
    35   120  3963.662  4565.000
    35   121  3044.210  4297.000
    35   122  3048.898  3758.000
    35   123  4024.319  5487.000
    35   124  2175.350  2214.000
    35   125   856.918  1154.000
    35   126  3271.395  4495.000
    35   127  2392.590  3001.000
    35   128  1827.251  2141.000
    35   129  1295.985  1466.000
    35   130  3991.632  4871.000
    35   131  3488.200  4509.000
    35   132  5599.726  7787.000
    35   133  3518.396  4200.000
    35   134  3500.037  4436.000
    35   135  4059.562  4921.000
    35   136  1841.463  2249.000
    35   137  4019.740  5246.000
    35   138  2270.094  2683.000
    35   139  2622.837  3308.000
    35   140  2870.988  3543.000
    35   141  2397.473  3273.000
    35   142  3205.372  3596.000
    35   143  5214.010  6373.000
    35   144  2716.314  3690.000
    35   145  2254.528  3014.000
    35   146  1458.170  1586.000
    35   147  4421.693  5635.000
    35   148  2289.498  2892.000
    35   149  3094.170  4097.000
    35   150  1119.209  1490.000
    35   151  2207.248  3017.000
    35   152  2262.417  2952.000
    35   153  4353.997  6157.000
    35   154  2050.132  2464.000
    35   155  5575.144  7631.000
    35   156  2175.648  2982.000
    35   157  3159.628  4127.000
    35   158  3503.774  4171.000
    35   159  3722.982  4719.000
    35   160  2996.417  4234.000
    35   161  4012.228  4313.000
    35   162  2771.219  2936.000
    35   163  2920.248  4116.000
    35   164  1890.661  2512.000
    35   165  3960.434  5595.000
    35   166  4676.614  6019.000
    35   167  2108.879  2814.000
    35   168  2742.767  3538.000
    35   169  4271.581  5751.000
    35   170  3720.237  3973.000
    35   171  3925.451  4383.000
    35   172  4568.345  5964.000
    35   173  2472.565  2734.000
    35   174  1971.538  2282.000
    35   175  1530.158  1552.000
    35   176  5806.158  7556.000
    35   177  3789.227  4441.000
    35   178  1979.057  2516.000
    35   179  2646.024  3711.000
    35   180   952.536  1121.000
    35   181  2135.317  2516.000
    35   182  2269.300  2419.000
    35   183  1081.203  1491.000
    35   184  5053.997  6192.000
    35   185  4674.171  4714.000
    35   186  1159.741  1324.000
    35   187  2660.472  3742.000
    35   188  1093.933  1463.000
    35   189  1111.545  1529.000
    35   190   984.733  1370.000
    35   191  1099.671  1555.000
    35   192  2670.956  2869.000
    35   193  1044.736  1361.000
    35   194  3165.464  4328.000
    35   195  1438.253  1895.000
    35   196   752.661  1010.000
    35   197  3805.118  5333.000
    35   198  1223.806  1546.000
    35   199  3856.193  4510.000
    35   200  3122.194  3664.000
    35   201  2703.072  3563.000
    35   202  4606.678  6299.000
    35   203  1104.163  1123.000
    35   204  1230.254  1717.000
    35   205  2234.472  2466.000
    35   206  1837.059  2594.000
    35   207  1276.853  1672.000
    35   208  2910.747  4069.000
    35   209  3530.748  3984.000
    35   210  2189.480  2325.000
    35   211  2687.725  3236.000
